Obstacle,-13.47,0.41,20.99,1.32,1.17,1.43
Obstacle,1.04,0.59,16.77,1.27,1.17,1.38
Obstacle,-9.57,0.59,7.74,1.27,1.17,1.38
Obstacle,-14.37,0.59,3.93,1.27,1.17,1.38
Obstacle,5.84,0.59,20.58,1.27,1.17,1.38
Obstacle,4.93,0.41,3.52,1.32,1.17,1.43
Obstacle,-4.20,0.59,12.28,1.43,1.17,1.33
Obstacle,-11.49,0.87,-0.75,1.33,1.42,1.34
Obstacle,-7.24,0.78,7.06,1.24,1.51,1.19
Obstacle,-13.42,1.26,19.33,1.60,1.79,1.63
Obstacle,2.95,0.87,25.26,1.33,1.42,1.34
Obstacle,4.89,1.26,5.18,1.60,1.79,1.63
Obstacle,-1.30,0.78,17.45,1.24,1.51,1.19
Obstacle,-7.89,0.59,27.37,1.62,1.24,1.30
Obstacle,-8.50,0.80,8.00,1.39,1.47,1.81
Obstacle,-3.03,0.67,12.32,1.17,1.24,1.53
Obstacle,3.87,0.66,3.50,1.17,1.24,1.53
Obstacle,0.38,0.59,-2.98,1.20,1.24,1.55
Obstacle,-13.30,0.80,4.19,1.39,1.47,1.81
Obstacle,-5.51,0.67,12.19,1.17,1.24,1.53
Obstacle,-8.92,0.59,27.49,1.20,1.24,1.55
Obstacle,-0.04,0.80,16.51,1.39,1.47,1.81
Obstacle,-0.64,0.59,-2.86,1.62,1.24,1.30
Obstacle,-12.41,0.66,21.01,1.17,1.24,1.53
Obstacle,4.76,0.80,20.32,1.39,1.47,1.81
Obstacle,-13.39,1.00,4.93,0.80,1.86,0.80
Obstacle,4.85,1.00,19.58,0.80,1.86,0.80
Obstacle,-15.14,1.20,7.97,0.53,1.96,0.53
Obstacle,6.60,1.20,16.54,0.53,1.96,0.53
Bush,1.26,0.04,-2.86,0.00,0.00,0.00
Bush,-10.06,0.04,-1.45,0.00,0.00,0.00
Bush,2.08,0.04,25.96,0.00,0.00,0.00
Bush,-9.28,0.04,4.02,0.00,0.00,0.00
Bush,-10.94,0.04,4.54,0.00,0.00,0.00
Bush,0.74,0.04,19.97,0.00,0.00,0.00
Bush,-9.80,0.04,25.45,0.00,0.00,0.00
Bush,1.51,0.04,4.03,0.00,0.00,0.00
Bush,-10.62,0.04,18.61,0.00,0.00,0.00
Bush,1.26,0.04,-3.32,0.00,0.00,0.00
Bush,0.20,0.04,19.97,0.00,0.00,0.00
Bush,-9.80,0.04,27.83,0.00,0.00,0.00
Bush,-12.00,0.04,4.02,0.00,0.00,0.00
Bush,2.88,0.04,-1.92,0.00,0.00,0.00
Bush,-10.06,0.04,-2.43,0.00,0.00,0.00
Bush,-12.02,0.04,27.37,0.00,0.00,0.00
Bush,-10.05,0.04,21.46,0.00,0.00,0.00
Bush,-12.79,0.04,18.10,0.00,0.00,0.00
Bush,-8.74,0.04,4.54,0.00,0.00,0.00
Bush,2.08,0.04,26.48,0.00,0.00,0.00
Bush,-10.44,0.04,6.66,0.00,0.00,0.00
Bush,1.56,0.04,5.91,0.00,0.00,0.00
Bush,6.62,0.04,5.88,0.00,0.00,0.00
Bush,-0.05,0.04,26.48,0.00,0.00,0.00
Bush,0.92,0.04,26.94,0.00,0.00,0.00
Bush,3.46,0.04,20.49,0.00,0.00,0.00
Bush,2.01,0.04,4.03,0.00,0.00,0.00
Bush,-8.74,0.04,4.02,0.00,0.00,0.00
Bush,1.34,0.04,18.38,0.00,0.00,0.00
Bush,-10.55,0.04,21.46,0.00,0.00,0.00
Bush,2.08,0.04,26.94,0.00,0.00,0.00
Bush,5.23,0.04,6.40,0.00,0.00,0.00
Bush,-9.80,0.04,26.85,0.00,0.00,0.00
Bush,2.08,0.04,5.90,0.00,0.00,0.00
Bush,-9.80,0.04,26.43,0.00,0.00,0.00
Bush,5.22,0.04,5.90,0.00,0.00,0.00
Bush,-10.36,0.04,27.83,0.00,0.00,0.00
Bush,-10.44,0.04,4.54,0.00,0.00,0.00
Bush,2.88,0.04,-1.46,0.00,0.00,0.00
Bush,-10.86,0.04,27.83,0.00,0.00,0.00
Bush,-0.23,0.04,20.49,0.00,0.00,0.00
Bush,2.40,0.04,19.97,0.00,0.00,0.00
Bush,-8.74,0.04,5.05,0.00,0.00,0.00
Bush,3.14,0.04,26.94,0.00,0.00,0.00
Bush,-10.55,0.04,20.06,0.00,0.00,0.00
Bush,2.96,0.04,20.49,0.00,0.00,0.00
Bush,-15.17,0.04,18.13,0.00,0.00,0.00
Bush,2.27,0.04,5.43,0.00,0.00,0.00
Bush,2.88,0.04,-2.86,0.00,0.00,0.00
Bush,-11.68,0.04,-1.97,0.00,0.00,0.00
Bush,3.95,0.04,6.38,0.00,0.00,0.00
Bush,-12.02,0.04,27.83,0.00,0.00,0.00
Bush,-10.86,0.04,26.85,0.00,0.00,0.00
Bush,0.20,0.04,17.85,0.00,0.00,0.00
Bush,1.34,0.04,20.95,0.00,0.00,0.00
Bush,-12.18,0.04,-1.45,0.00,0.00,0.00
Bush,-10.05,0.04,20.06,0.00,0.00,0.00
Bush,5.65,0.04,6.39,0.00,0.00,0.00
Bush,4.02,0.04,-0.94,0.00,0.00,0.00
Bush,0.74,0.04,18.92,0.00,0.00,0.00
Bush,3.48,0.04,-0.94,0.00,0.00,0.00
Bush,-12.48,0.04,18.13,0.00,0.00,0.00
Bush,-10.36,0.04,27.37,0.00,0.00,0.00
Bush,-10.36,0.04,25.45,0.00,0.00,0.00
Bush,-11.50,0.04,18.12,0.00,0.00,0.00
Bush,-12.02,0.04,25.45,0.00,0.00,0.00
Bush,-10.94,0.04,4.02,0.00,0.00,0.00
Bush,3.64,0.04,26.94,0.00,0.00,0.00
Bush,-12.99,0.04,26.43,0.00,0.00,0.00
Bush,-8.49,0.04,-0.94,0.00,0.00,0.00
Bush,-10.62,0.04,18.11,0.00,0.00,0.00
Bush,6.16,0.04,5.89,0.00,0.00,0.00
Bush,2.77,0.04,4.03,0.00,0.00,0.00
Bush,-13.31,0.04,18.11,0.00,0.00,0.00
Bush,-8.31,0.04,6.13,0.00,0.00,0.00
Bush,-12.99,0.04,27.83,0.00,0.00,0.00
Bush,2.96,0.04,19.97,0.00,0.00,0.00
Bush,-10.06,0.04,-1.97,0.00,0.00,0.00
Bush,3.14,0.04,26.48,0.00,0.00,0.00
Bush,0.20,0.04,18.92,0.00,0.00,0.00
Bush,2.01,0.04,5.43,0.00,0.00,0.00
Bush,2.27,0.04,4.45,0.00,0.00,0.00
Bush,-12.99,0.04,27.37,0.00,0.00,0.00
Bush,3.48,0.04,-2.34,0.00,0.00,0.00
Bush,3.48,0.04,-1.92,0.00,0.00,0.00
Bush,4.02,0.04,-1.92,0.00,0.00,0.00
Bush,-10.62,0.04,-2.43,0.00,0.00,0.00
Bush,-11.31,0.04,19.08,0.00,0.00,0.00
Bush,4.45,0.04,-1.46,0.00,0.00,0.00
Bush,1.52,0.04,25.45,0.00,0.00,0.00
Bush,-8.31,0.04,5.05,0.00,0.00,0.00
Bush,-12.02,0.04,25.97,0.00,0.00,0.00
Bush,-9.88,0.04,4.54,0.00,0.00,0.00
Bush,-0.23,0.04,19.46,0.00,0.00,0.00
Bush,4.77,0.04,6.40,0.00,0.00,0.00
